%time,field.data
1603470062719507389,1909.09094238
1603470062733003851,1840.90905762
1603470062745858172,1772.72729492
1603470062758649845,1840.90905762
1603470062771480536,1772.72729492
1603470062784583169,1840.90905762
1603470062797562692,1909.09094238
1603470062810735472,1840.90905762
1603470062823528423,1840.90905762
1603470062836635149,1909.09094238
1603470062849622986,1840.90905762
1603470062862671360,1772.72729492
1603470062876001176,1840.90905762
1603470062889602416,1772.72729492
1603470062902767844,1840.90905762
1603470062915529536,1840.90905762
1603470062928790056,1840.90905762
1603470062941703728,1840.90905762
1603470062955042377,1840.90905762
1603470062967470665,1704.54541016
1603470062980581094,1909.09094238
1603470062993707060,1840.90905762
1603470063006995950,1840.90905762
1603470063019672643,1772.72729492
1603470063032825220,1840.90905762
1603470063046154739,1772.72729492
1603470063058475046,1772.72729492
1603470063071481050,1840.90905762
1603470063084608905,1909.09094238
1603470063097726742,1840.90905762
1603470063111282685,1840.90905762
1603470063123581455,1704.54541016
1603470063136772458,1840.90905762
1603470063149735462,1840.90905762
1603470063162782651,1840.90905762
1603470063175500528,1772.72729492
1603470063189016268,1909.09094238
1603470063201668221,1840.90905762
1603470063214501560,1909.09094238
1603470063227562489,1909.09094238
1603470063240841435,1909.09094238
1603470063253844439,1840.90905762
1603470063266691038,1840.90905762
1603470063279794171,1840.90905762
1603470063292569881,1772.72729492
1603470063305680051,1909.09094238
1603470063318588574,1840.90905762
1603470063331508653,1909.09094238
1603470063344572009,1909.09094238
1603470063357819270,1909.09094238
1603470063370638868,1840.90905762
1603470063383500541,1840.90905762
1603470063396633525,1840.90905762
1603470063409965396,1840.90905762
1603470063422794087,1772.72729492
1603470063435583557,1772.72729492
1603470063448673949,1840.90905762
1603470063461564658,1909.09094238
1603470063474503496,1909.09094238
1603470063487622758,1909.09094238
1603470063500776317,1909.09094238
1603470063513672229,1840.90905762
1603470063526769899,1977.27270508
1603470063539609683,1909.09094238
1603470063552540817,1977.27270508
1603470063565661691,1977.27270508
1603470063578489530,1977.27270508
1603470063591523978,1977.27270508
1603470063604660500,1909.09094238
1603470063617986964,1977.27270508
1603470063630667008,1909.09094238
1603470063643696420,1977.27270508
1603470063656649646,1909.09094238
1603470063669675132,1977.27270508
1603470063682678821,1977.27270508
1603470063695777139,1909.09094238
1603470063708919827,1977.27270508
1603470063721750037,1909.09094238
1603470063734725708,1977.27270508
1603470063748079727,1977.27270508
1603470063760988696,1840.90905762
1603470063773681351,1909.09094238
1603470063786524449,1977.27270508
1603470063799791803,1909.09094238
1603470063812584161,1909.09094238
1603470063825678331,1977.27270508
1603470063838609039,1909.09094238
1603470063851559044,1977.27270508
1603470063864840453,1977.27270508
1603470063877515349,1909.09094238
1603470063890666593,1977.27270508
1603470063903569135,1977.27270508
1603470063916813026,1909.09094238
1603470063929533662,1977.27270508
1603470063942529778,1977.27270508
1603470063955626170,1977.27270508
1603470063968809320,1977.27270508
1603470063981507902,1977.27270508
1603470063994672867,2045.45458984
1603470064007562798,1977.27270508
1603470064020774930,1977.27270508
1603470064033679213,1977.27270508
1603470064046811568,1977.27270508
1603470064059649666,1909.09094238
1603470064072566171,1909.09094238
1603470064085588934,1977.27270508
1603470064098928250,1909.09094238
1603470064111698701,1840.90905762
1603470064124900240,1840.90905762
1603470064137742931,1772.72729492
1603470064150675103,1704.54541016
1603470064163774050,1840.90905762
1603470064176707925,1772.72729492
1603470064191377043,1772.72729492
1603470064202652027,1772.72729492
1603470064215823492,1772.72729492
1603470064228541370,1704.54541016
1603470064241804168,1772.72729492
1603470064255430221,1704.54541016
1603470064267943897,1568.1817627
1603470064280814013,1704.54541016
1603470064293685223,1772.72729492
1603470064306780429,1772.72729492
1603470064319652139,1704.54541016
1603470064332592384,1704.54541016
1603470064346252919,1772.72729492
1603470064358692373,1636.36364746
1603470064371557953,1704.54541016
1603470064384774992,1772.72729492
1603470064398138363,1772.72729492
1603470064410862018,1636.36364746
1603470064423463266,1704.54541016
1603470064436781397,1772.72729492
1603470064449894048,1704.54541016
1603470064462996107,1704.54541016
1603470064475506190,1704.54541016
1603470064488715748,1772.72729492
1603470064501534420,1704.54541016
1603470064514589757,1772.72729492
1603470064527535521,1772.72729492
1603470064541094594,1772.72729492
1603470064553773657,1704.54541016
1603470064566672236,1772.72729492
1603470064579660815,1772.72729492
1603470064592719929,1772.72729492
1603470064605975116,1772.72729492
1603470064618793789,1704.54541016
1603470064632278399,1704.54541016
1603470064645854843,1772.72729492
1603470064658620571,1772.72729492
1603470064672685824,1772.72729492
1603470064685594237,1704.54541016
1603470064698545649,1772.72729492
1603470064711579356,1704.54541016
1603470064724558379,1772.72729492
1603470064737709067,1840.90905762
1603470064750845218,1772.72729492
1603470064764092424,1704.54541016
1603470064776735857,1704.54541016
1603470064789708158,1772.72729492
1603470064802618700,1704.54541016
1603470064815620093,1772.72729492
1603470064828571598,1772.72729492
1603470064841771915,1772.72729492
1603470064854786715,1704.54541016
1603470064867766738,1772.72729492
1603470064880596133,1772.72729492
1603470064893598118,1772.72729492
1603470064906783639,1772.72729492
1603470064919704922,1704.54541016
1603470064932546872,1772.72729492
1603470064945839022,1704.54541016
1603470064958965988,1772.72729492
1603470064971545570,1704.54541016
1603470064984537556,1772.72729492
1603470064997855149,1772.72729492
1603470065018025936,1704.54541016
1603470065023766844,1840.90905762
1603470065036539554,1772.72729492
1603470065049615113,1772.72729492
1603470065062659005,1704.54541016
1603470065075602010,1772.72729492
1603470065088530367,1772.72729492
1603470065101632462,1772.72729492
1603470065114463357,1772.72729492
1603470065127464065,1772.72729492
1603470065140638086,1772.72729492
1603470065153755978,1772.72729492
1603470065166656649,1772.72729492
1603470065179820022,1772.72729492
1603470065193219504,1704.54541016
1603470065206774836,1772.72729492
1603470065219508806,1772.72729492
1603470065232534773,1772.72729492
1603470065245583684,1772.72729492
1603470065258609373,1772.72729492
1603470065271650636,1840.90905762
1603470065284846008,1772.72729492
1603470065298147139,1704.54541016
1603470065310625315,1636.36364746
1603470065323717152,1772.72729492
1603470065336563028,1772.72729492
1603470065349664994,1772.72729492
1603470065362750219,1704.54541016
1603470065375546262,1704.54541016
1603470065388713098,1704.54541016
1603470065401996285,1704.54541016
1603470065414696273,1704.54541016
1603470065427644926,1704.54541016
1603470065440570838,1704.54541016
1603470065453767304,1704.54541016
1603470065466488144,1772.72729492
1603470065479734868,1772.72729492
1603470065492552596,1772.72729492
1603470065505652895,1772.72729492
1603470065518628344,1772.72729492
1603470065531503424,1772.72729492
1603470065544539650,1772.72729492
1603470065557943168,1772.72729492
1603470065570664101,1704.54541016
1603470065583671975,1772.72729492
1603470065596806886,1772.72729492
1603470065609926703,1704.54541016
1603470065622628099,1704.54541016
1603470065636182820,1772.72729492
1603470065648600849,1704.54541016
1603470065662423308,1772.72729492
1603470065675757790,1772.72729492
1603470065688753757,1772.72729492
1603470065701577745,1772.72729492
1603470065714554027,1772.72729492
1603470065727637104,1772.72729492
1603470065740983142,1772.72729492
1603470065753570632,1704.54541016
1603470065767573793,1772.72729492
1603470065780573538,1772.72729492
1603470065794393700,1772.72729492
1603470065807596795,1772.72729492
1603470065820713632,1704.54541016
1603470065833622988,1704.54541016
1603470065846504420,1772.72729492
1603470065859568812,1772.72729492
1603470065872706685,1772.72729492
1603470065885672301,1704.54541016
1603470065898501177,1704.54541016
1603470065911655365,1704.54541016
1603470065924812738,1772.72729492
1603470065937723983,1772.72729492
1603470065950853079,1704.54541016
1603470065963828102,1704.54541016
1603470065976604571,1704.54541016
1603470065989884165,1704.54541016
1603470066002539487,1704.54541016
1603470066016007246,1772.72729492
1603470066029256303,1636.36364746
1603470066041693109,1568.1817627
1603470066054622114,1704.54541016
1603470066067779505,1704.54541016
1603470066080551808,1636.36364746
1603470066093621015,1500.0
1603470066106685574,1227.27270508
1603470066119662541,1159.09094238
1603470066133272873,1022.72729492
1603470066146588318,545.454528809
1603470066159718025,272.727264404
1603470066172684455,68.1818161011
1603470066185606719,0.0
1603470066198573631,0.0
1603470066211684282,0.0
1603470066224868988,0.0
1603470066237509144,0.0
1603470066250710072,0.0
1603470066264172516,0.0
1603470066276960022,0.0
1603470066289691047,0.0
1603470066302591701,0.0
1603470066315627464,0.0
1603470066328672134,0.0
1603470066341636564,0.0
1603470066354530662,0.0
1603470066367699090,0.0
1603470066380807556,0.0
1603470066393936115,0.0
1603470066406737602,0.0
1603470066420081992,0.0
1603470066432762999,0.0
1603470066445860058,0.0
1603470066458740563,0.0
1603470066472192377,0.0
1603470066484705831,0.0
1603470066497718446,0.0
1603470066510719098,0.0
1603470066524155968,0.0
1603470066536799198,0.0
1603470066549682185,0.0
1603470066563109111,0.0
1603470066575534620,0.0
1603470066588558420,0.0
1603470066601735904,0.0
1603470066614769260,0.0
1603470066627799578,0.0
1603470066640594566,0.0
1603470066653594533,0.0
1603470066666564574,0.0
1603470066679506894,0.0
1603470066693166243,0.0
1603470066705768362,0.0
1603470066718665145,0.0
1603470066731513706,0.0
1603470066744821374,0.0
1603470066757729990,0.0
1603470066770774938,0.0
1603470066783800183,0.0
1603470066796920278,0.0
1603470066809750506,0.0
1603470066822600104,0.0
1603470066835797903,0.0
1603470066848719426,0.0
1603470066862167722,0.0
1603470066874483566,0.0
1603470066887508940,0.0
1603470066900535352,0.0
1603470066913963815,0.0
1603470066926592896,0.0
1603470066939881879,0.0
1603470066952690422,0.0
1603470066965955442,0.0
1603470066978536413,0.0
1603470066991501084,0.0
1603470067005239637,0.0
1603470067017694942,0.0
1603470067030661113,0.0
1603470067043632655,0.0
1603470067056566956,0.0
1603470067069699755,0.0
1603470067082487890,0.0
1603470067095598005,0.0
1603470067108570768,0.0
1603470067121697160,0.0
1603470067134460851,0.0
1603470067147750019,0.0
1603470067160809449,0.0
1603470067173966081,0.0
1603470067186492163,0.0
1603470067199600111,0.0
1603470067212568856,0.0
1603470067226028652,0.0
1603470067238811843,0.0
1603470067251910161,0.0
1603470067264973942,0.0
1603470067277621209,0.0
1603470067290678120,0.0
1603470067303587532,0.0
1603470067316512000,0.0
1603470067329553374,0.0
1603470067342538582,0.0
1603470067355493438,0.0
1603470067368867587,0.0
1603470067381654389,0.0
1603470067395266294,0.0
1603470067407677767,0.0
1603470067420703734,0.0
1603470067433748904,0.0
1603470067447060572,0.0
1603470067459544655,0.0
1603470067473052617,0.0
1603470067485677236,0.0
1603470067499107050,0.0
1603470067511504653,0.0
1603470067524925357,0.0
1603470067537752010,0.0
1603470067550543905,0.0
1603470067563656334,0.0
1603470067576698912,0.0
1603470067589700120,0.0
1603470067602640458,0.0
1603470067615505852,0.0
1603470067628786483,0.0
1603470067642289945,0.0
1603470067654858305,0.0
1603470067667583719,0.0
1603470067680683167,0.0
1603470067693816743,0.0
1603470067711900032,0.0
1603470067719759456,0.0
1603470067732955347,0.0
1603470067745602021,0.0
1603470067758788671,0.0
1603470067771684584,0.0
1603470067784949918,0.0
1603470067797863312,0.0
1603470067810819909,0.0
1603470067823637026,0.0
1603470067837164766,0.0
1603470067849746292,0.0
1603470067863267069,0.0
1603470067875483433,0.0
1603470067888568306,0.0
1603470067901803864,0.0
1603470067914662517,0.0
1603470067927629355,0.0
1603470067940986429,0.0
1603470067953750788,0.0
1603470067966655885,0.0
1603470067979708352,0.0
1603470067992859428,0.0
1603470068005869488,0.0
1603470068018622235,0.0
1603470068031626442,0.0
1603470068044612687,0.0
1603470068057791264,0.0
1603470068070722157,0.0
1603470068083917141,0.0
1603470068096642036,0.0
1603470068109764243,0.0
1603470068122472694,0.0
1603470068135803361,0.0
1603470068148652034,0.0
1603470068161716370,0.0
1603470068174526061,0.0
1603470068187508306,0.0
1603470068200573532,0.0
1603470068213667016,0.0
1603470068226859352,0.0
1603470068239523229,0.0
1603470068252747639,0.0
1603470068265725328,0.0
1603470068279131402,0.0
1603470068291703336,0.0
1603470068304885949,0.0
1603470068317847158,0.0
1603470068330465924,0.0
1603470068343834832,0.0
1603470068356643523,0.0
