%time,field.data
1603470055941794679,2318.18188477
1603470055954775925,2113.63647461
1603470055967734633,2045.45458984
1603470055980651380,1909.09094238
1603470055993783013,1909.09094238
1603470056006498742,1772.72729492
1603470056019760948,1704.54541016
1603470056032669083,1568.1817627
1603470056045795883,1500.0
1603470056059073162,1431.8182373
1603470056071600690,1431.8182373
1603470056084574250,1363.63635254
1603470056097832864,1227.27270508
1603470056110611907,1227.27270508
1603470056123580875,1090.90905762
1603470056136586843,1022.72729492
1603470056149912677,886.363647461
1603470056163193161,750.0
1603470056175758947,681.81817627
1603470056188726637,613.636352539
1603470056201896307,545.454528809
1603470056214723721,477.272735596
1603470056227802558,545.454528809
1603470056240558639,477.272735596
1603470056253641068,340.909088135
1603470056266477130,340.909088135
1603470056279534468,340.909088135
1603470056292763896,272.727264404
1603470056305605643,272.727264404
1603470056318463241,272.727264404
1603470056331740243,204.545455933
1603470056344574379,136.363632202
1603470056357552143,136.363632202
1603470056370521129,136.363632202
1603470056383509597,136.363632202
1603470056396813321,68.1818161011
1603470056410079656,0.0
1603470056422474241,0.0
1603470056435662077,0.0
1603470056448759710,0.0
1603470056461589216,0.0
1603470056474524666,0.0
1603470056487576540,0.0
1603470056501170354,0.0
1603470056513537346,0.0
1603470056526739719,0.0
1603470056539601336,0.0
1603470056552755710,0.0
1603470056565664363,0.0
1603470056578883310,0.0
1603470056591540503,0.0
1603470056604677951,0.0
1603470056617770381,0.0
1603470056630577294,0.0
1603470056643526225,0.0
1603470056656878004,0.0
1603470056669975971,0.0
1603470056683090252,0.0
1603470056695740131,0.0
1603470056709171687,0.0
1603470056721536438,0.0
1603470056734922550,0.0
1603470056747776574,0.0
1603470056760522637,0.0
1603470056773635252,0.0
1603470056786491684,0.0
1603470056800782768,0.0
1603470056813715496,0.0
1603470056826727537,0.0
1603470056847296154,0.0
1603470056854489215,0.0
1603470056868180990,0.0
1603470056881034941,0.0
1603470056893687801,0.0
1603470056906686435,0.0
1603470056919489182,0.0
1603470056932569426,68.1818161011
1603470056945749781,0.0
1603470056958791137,68.1818161011
1603470056971502033,68.1818161011
1603470056984585537,136.363632202
1603470056997658356,136.363632202
1603470057010825155,136.363632202
1603470057023685772,136.363632202
1603470057036605333,272.727264404
1603470057049761466,272.727264404
1603470057062864506,204.545455933
1603470057075590402,272.727264404
1603470057088912570,340.909088135
1603470057101593337,340.909088135
1603470057114734026,340.909088135
1603470057127716253,409.090911865
1603470057140870904,409.090911865
1603470057153738391,409.090911865
1603470057166663211,477.272735596
1603470057179929361,477.272735596
1603470057192885792,545.454528809
1603470057205714446,613.636352539
1603470057218544156,545.454528809
1603470057231609882,681.81817627
1603470057244839218,613.636352539
1603470057257845037,681.81817627
1603470057270493527,750.0
1603470057283532012,750.0
1603470057296682886,818.18182373
1603470057310124571,818.18182373
1603470057322489730,818.18182373
1603470057336011470,818.18182373
1603470057349098696,886.363647461
1603470057361532928,886.363647461
1603470057374988799,818.18182373
1603470057387868397,818.18182373
1603470057400761218,886.363647461
1603470057413705223,886.363647461
1603470057426683357,954.545471191
1603470057439646140,954.545471191
1603470057452845476,954.545471191
1603470057465802777,954.545471191
1603470057478512506,954.545471191
1603470057491844841,1022.72729492
1603470057504597737,1022.72729492
1603470057517979923,1090.90905762
1603470057530592876,1090.90905762
1603470057543683713,1159.09094238
1603470057557235415,1090.90905762
1603470057569536538,1159.09094238
1603470057582517635,1227.27270508
1603470057595965691,1363.63635254
1603470057608519977,1227.27270508
1603470057621700480,1159.09094238
1603470057634541486,1159.09094238
1603470057647508362,1227.27270508
1603470057660597310,1295.45458984
1603470057673764201,1295.45458984
1603470057686585393,1363.63635254
1603470057699695341,1431.8182373
1603470057712895955,1431.8182373
1603470057725769275,1431.8182373
1603470057738654447,1431.8182373
1603470057751539212,1500.0
1603470057765001546,1500.0
1603470057777554258,1431.8182373
1603470057790512522,1568.1817627
1603470057803476009,1500.0
1603470057816853676,1636.36364746
1603470057829928958,1568.1817627
1603470057843183293,1568.1817627
1603470057855482027,1568.1817627
1603470057868643159,1636.36364746
1603470057881863329,1636.36364746
1603470057894516929,1636.36364746
1603470057907623599,1704.54541016
1603470057920508253,1636.36364746
1603470057933580109,1636.36364746
1603470057946622428,1704.54541016
1603470057959793393,1636.36364746
1603470057972791824,1636.36364746
1603470057985579942,1704.54541016
1603470057998516058,1772.72729492
1603470058011481822,1772.72729492
1603470058025015729,1840.90905762
1603470058037571626,1840.90905762
1603470058050520779,1840.90905762
1603470058063630209,1909.09094238
1603470058076711157,1977.27270508
1603470058101772064,1909.09094238
1603470058103131403,1909.09094238
1603470058115478302,1840.90905762
1603470058128755230,1977.27270508
1603470058141597569,1977.27270508
1603470058154744276,1977.27270508
1603470058167754114,1977.27270508
1603470058180816247,1909.09094238
1603470058194148415,2045.45458984
1603470058206743590,1977.27270508
1603470058219741872,2113.63647461
1603470058232769099,2045.45458984
1603470058245597549,2113.63647461
1603470058258760867,2181.81811523
1603470058272240867,2181.81811523
1603470058284924819,2113.63647461
1603470058297955268,2250.0
1603470058310638034,2250.0
1603470058323788260,2250.0
1603470058336666710,2318.18188477
1603470058349530716,2318.18188477
1603470058362467924,2318.18188477
1603470058375715889,2318.18188477
1603470058388648135,2318.18188477
1603470058401704565,2318.18188477
1603470058414622274,2318.18188477
1603470058430475196,2250.0
1603470058440588024,2250.0
1603470058453885507,2386.36352539
1603470058466661866,2250.0
1603470058479520557,2454.54541016
1603470058492581338,2522.72729492
1603470058505710249,2454.54541016
1603470058518688865,2454.54541016
1603470058531624796,2386.36352539
1603470058544778966,2454.54541016
1603470058557714563,2454.54541016
1603470058570646883,2522.72729492
1603470058583662073,2522.72729492
1603470058596724799,2590.90917969
1603470058609901765,2522.72729492
1603470058622796918,2454.54541016
1603470058635588499,2522.72729492
1603470058648564744,2590.90917969
1603470058661850913,2590.90917969
1603470058674844084,2590.90917969
1603470058687666090,2590.90917969
1603470058700947869,2590.90917969
1603470058714192835,2590.90917969
1603470058726803843,2590.90917969
1603470058739816292,2727.27270508
1603470058752714186,2727.27270508
1603470058765852282,2863.63647461
1603470058778706195,2795.45458984
